#tau_s	sigma2_x	sigma2_y	sigma2_z	K_used
1623	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1624	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1625	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1626	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1627	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1628	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1629	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1630	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1631	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1632	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1633	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1634	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1635	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1636	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1637	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1638	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1639	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1640	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1641	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1642	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1643	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1644	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1645	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1646	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1647	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1648	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1649	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1650	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1651	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1652	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1653	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1654	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1655	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1656	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1657	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1658	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1659	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1660	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1661	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1662	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1663	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1664	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1665	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1666	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1667	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1668	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1669	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1670	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1671	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1672	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1673	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1674	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1675	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1676	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1677	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1678	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1679	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1680	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1681	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1682	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1683	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1684	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1685	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1686	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1687	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1688	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1689	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1690	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1691	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1692	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1693	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1694	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1695	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1696	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1697	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1698	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1699	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1700	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1701	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1702	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1703	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1704	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1705	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1706	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1707	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1708	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1709	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1710	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1711	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1712	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1713	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1714	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1715	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1716	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1717	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1718	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1719	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1720	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1721	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1722	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1723	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1724	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1725	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1726	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1727	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1728	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1729	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1730	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1731	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1732	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1733	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1734	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1735	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1736	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1737	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1738	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1739	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1740	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1741	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1742	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1743	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1744	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1745	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1746	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1747	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1748	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1749	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1750	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1751	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1752	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1753	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1754	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1755	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1756	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1757	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1758	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1759	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1760	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1761	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1762	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1763	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1764	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1765	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1766	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1767	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1768	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1769	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1770	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1771	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1772	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1773	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1774	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1775	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1776	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1777	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1778	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1779	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1780	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1781	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1782	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1783	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1784	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1785	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1786	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1787	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1788	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1789	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1790	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1791	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1792	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1793	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1794	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1795	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1796	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1797	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1798	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1799	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
1800	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0
